test_year,candidate,family,policy,hof_index,complexity,validation_target_mae,test_raw_mae,test_raw_rmse,test_raw_p95,test_raw_corr
2015,smooth_focus_bs_delta_residual,Smooth focus,hof__smooth_focus_bs_delta_residual__idx004__c006,4,6,0.0230959522194854,0.0231596749757852,0.0317894017743706,0.0708476127226908,0.986590500619537
2016,smooth_uniform_bs_delta_residual,Smooth uniform,hof__smooth_uniform_bs_delta_residual__idx004__c006,4,6,0.0162566827405545,0.0165511576186675,0.0222427763479908,0.0445345059173918,0.9927423044551584
2017,smooth_uniform_bs_delta_residual,Smooth uniform,hof__smooth_uniform_bs_delta_residual__idx002__c003,2,3,0.0171276928412068,0.0359927386605557,0.0430834241747218,0.0789886423705072,0.9889529901352884
2018,smooth_uniform_bs_delta_residual,Smooth uniform,hof__smooth_uniform_bs_delta_residual__idx003__c006,3,6,0.0142612484527755,0.0193876744274996,0.0259861722770671,0.0550593628538017,0.9960139752466322
2019,smooth_uniform_bs_delta_residual,Smooth uniform,hof__smooth_uniform_bs_delta_residual__idx001__c003,1,3,0.0218508604032661,0.0228113170353009,0.0288984130898697,0.0564264006800704,0.9972183827779338
2020,uniform_bs_delta_residual,Raw uniform,hof__uniform_bs_delta_residual__idx008__c010,8,10,0.0158794068314074,0.0246544228426699,0.0343410950763949,0.0739310864409232,0.995117317576592
2021,uniform_bs_delta_residual,Raw uniform,hof__uniform_bs_delta_residual__idx016__c019,16,19,0.0198555386707514,0.0135088914135201,0.0188071967509577,0.0368967670263099,0.9986363029210364
2022,uniform_bs_delta_residual,Raw uniform,hof__uniform_bs_delta_residual__idx014__c016,14,16,0.0104507047379928,0.0120875257582201,0.0161714772641215,0.0314385031377835,0.9989194311832332
2023,smooth_focus_bs_delta_residual,Smooth focus,hof__smooth_focus_bs_delta_residual__idx015__c017,15,17,0.0162778743031172,0.0197511564012467,0.0251046573356521,0.0478729923982698,0.9974710110037472
